paper_id,folder,folder_path,title,first_author,doi,pmid,pmcid,year,journal,attachment_key,md5,status,detail,warning,verdict,title_score,set,fetched_at
R5QCW95B,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Health equity considerations in pragmatic trials in Alzheimer's and dementia disease: Results from a methodological review.,Nicholls,10.1002/dad2.12392,36777091,PMC9899766,2023,"Alzheimer's & dementia (Amsterdam, Netherlands)",N6KHAH7B,4e9a9613bbef587d03072dfe27fc9c82,OK,downloaded,,,,testing,2026-08-06T22:22:10.775550+00:00
JIKRKTAR,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Multi-cultural perspectives on group singing among diverse older adults.,Allison,10.1016/j.gerinurse.2020.07.011,32778434,PMC7738424,2020,"Geriatric nursing (New York, N.Y.)",RX6R7E8S,39e65316c15d7d3d2cf650041392cbf4,OK,downloaded,,,,testing,2026-08-06T22:22:11.218772+00:00
SHZWCASA,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Improving Communication in Heart Failure Patient Care.,Goldstein,10.1016/j.jacc.2019.07.058,31558252,PMC7000126,2019,Journal of the American College of Cardiology,HRAH945N,8e14753b56f0d65fb23574bc718a7eb2,OK,downloaded,,,,testing,2026-08-06T22:22:11.666827+00:00
6BN6G6DB,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Methodological challenges in pragmatic trials in Alzheimer's disease and related dementias: Opportunities for improvement.,Taljaard,10.1177/17407745211046672,34841910,PMC8847324,2022,"Clinical trials (London, England)",YK24K6V4,15ecd65340a7789e4deb09ee8f5a1833,OK,downloaded,,,,testing,2026-08-06T22:22:12.134149+00:00
K6ICH5QI,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Hierarchical Bayesian modeling of heterogeneous outcome variance in cluster randomized trials.,Tong,10.1177/17407745231222018,38197388,PMC11233424,2024,"Clinical trials (London, England)",5WUW8H9G,3393e02f406f5bec71f5abdaffe8608c,OK,downloaded,,,,testing,2026-08-06T22:22:12.630406+00:00
KE4VC9TP,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Mindfulness in Motion and Dietary Approaches to Stop Hypertension (DASH) in Hypertensive African Americans.,Wright,10.1111/jgs.16947,33227157,PMC8329944,2021,Journal of the American Geriatrics Society,SV44KFAW,5c075b441ee2d516accb98dad0c38cbe,OK,downloaded,,,,testing,2026-08-06T22:22:13.229483+00:00
NCAJCSS6,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,A Randomized Trial of a Multifactorial Strategy to Prevent Serious Fall Injuries.,Bhasin,10.1056/nejmoa2002183,32640131,PMC7421468,2020,The New England journal of medicine,GDFY7BDD,51f457595d45dfb9a448302d97fb3f67,OK,downloaded,,,,testing,2026-08-06T22:22:13.788157+00:00
NRBW33RG,NCATS; NIA,Boring Task / NCATS; Boring Task / NIA,Reversing the Cardiac Effects of Sedentary Aging in Middle Age-A Randomized Controlled Trial: Implications For Heart Failure Prevention.,Howden,10.1161/circulationaha.117.030617,29311053,PMC5893372,2018,Circulation,QJ4XQENF,e22a3368cacd879f8986d2ea42b0adb6,OK,downloaded,,,,testing,2026-08-06T22:22:14.347634+00:00
KVYE5RWF,NCATS; NIA; NIGMS,Boring Task / NCATS; Boring Task / NIA; Boring Task / NIGMS,Balanced Crystalloids versus Saline in Critically Ill Adults.,Semler,10.1056/nejmoa1711584,29485925,PMC5846085,2018,The New England journal of medicine,JA6UZV7K,5d222daa027bf72b0818b6fc2cdd4edb,OK,downloaded,"2 PDF attachments, picked highest priority: PMC5846085_PMID29485925.pdf; Full Text PDF",,,testing,2026-08-06T22:22:14.879175+00:00
UW9KRXLA,NCATS,Boring Task / NCATS,Ketamine for acute pain after trauma: the KAPT randomized controlled trial.,Puzio,10.1186/s13063-022-06511-6,35897081,PMC9326146,2022,Trials,ZKAWVDN2,b7c67d4552699cf100dc1d25d7658996,OK,downloaded,,,,testing,2026-08-06T22:22:15.403808+00:00
JJY2QERA,NCATS,Boring Task / NCATS,Effectiveness of a Mouth Care Program Provided by Nursing Home Staff vs Standard Care on Reducing Pneumonia Incidence: A Cluster Randomized Trial.,Zimmerman,10.1001/jamanetworkopen.2020.4321,32558913,PMC7305523,2020,JAMA network open,7GZCADKW,454e546402a40992e65e10c94430777c,OK,downloaded,,,,testing,2026-08-06T22:22:15.947565+00:00
32XV68PT,NCATS,Boring Task / NCATS,Protocol for a cluster-randomized trial of a school-based skin cancer preventive intervention for adolescents.,Wu,10.1016/j.cct.2024.107494,38458557,PMC11065585,2024,Contemporary clinical trials,KMZU889K,ac777172be9f103d5dd2fda73fe187f3,OK,downloaded,,,,testing,2026-08-06T22:22:16.398927+00:00
8B8JBF2G,NCATS,Boring Task / NCATS,"Bright light shows promise in improving sleep, depression, and quality of life in women with breast cancer during chemotherapy: findings of a pilot study.",Wu,10.1080/07420528.2021.1871914,33478260,PMC8106642,2021,Chronobiology international,2RTK66WM,ae35b65fc3251136a0193cda5935d09f,OK,downloaded,,,,testing,2026-08-06T22:22:16.882169+00:00
DIM4NXHD,NCATS,Boring Task / NCATS,Patient and provider perspectives on uptake of a shared decision making intervention for asthma in primary care practices.,Welch,10.1080/02770903.2018.1471703,29927661,PMC6515918,2019,The Journal of asthma : official journal of the Association for the Care of Asthma,J6PE3MML,a0fed43edbc69483ef635717ec712402,OK,downloaded,,,,testing,2026-08-06T22:22:17.480306+00:00
6IKCQB6I,NCATS,Boring Task / NCATS,Direct Delivery of Kidney Transplant Education to Black and Low-Income Patients Receiving Dialysis: A Randomized Controlled Trial.,Waterman,10.1053/j.ajkd.2019.03.430,31227225,PMC6815244,2019,American journal of kidney diseases : the official journal of the National Kidney Foundation,N45QLPSY,7627026eec64465114ecaa9acd92a73a,OK,downloaded,,,,testing,2026-08-06T22:22:17.968135+00:00
HWIHW46R,NCATS,Boring Task / NCATS,Home-based records and vaccination appointment stickers as parental reminders to reduce vaccination dropout in Indonesia: A cluster-randomized controlled trial.,Wallace,10.1016/j.vaccine.2019.09.040,31564451,PMC7005856,2019,Vaccine,BFTAMBB5,a7c6f85742e4105e95891ba3de512d02,OK,downloaded,,,,testing,2026-08-06T22:22:18.518928+00:00
89GDG8X4,NCATS,Boring Task / NCATS,Socio-demographic predictors of gender inequality among heterosexual couples expecting a child in south-central Uganda.,Vrana-Diaz,10.4314/ahs.v20i3.23,33402966,PMC7751526,2020,African health sciences,IV9LIZE2,57bcd3c999fa5944347bfb227d80a881,OK,downloaded,,,,testing,2026-08-06T22:22:19.011631+00:00
HVQZM447,NCATS,Boring Task / NCATS,UVR-sensor wearable device intervention to improve sun behaviors and reduce sunburns in melanoma survivors: study protocol of a parallel-group randomized  controlled trial.,Vogel,10.1186/s13063-020-04881-3,33228807,PMC7682122,2020,Trials,RE7EWLC4,887d1c3e4b84fdfe7418b31b19eac8ad,OK,downloaded,,,,testing,2026-08-06T22:22:19.539736+00:00
DH6IG7JY,NCATS,Boring Task / NCATS,A Cluster-Randomized Trial of Blood-Pressure Reduction in Black Barbershops.,Victor,10.1056/nejmoa1717250,29527973,PMC6018053,2018,The New England journal of medicine,Z85JZU6X,58a6e553b681741820dd765b99b7c318,OK,downloaded,,,,testing,2026-08-06T22:22:20.103279+00:00
S3NDM3VQ,NCATS,Boring Task / NCATS,Sustainability of Blood Pressure Reduction in Black Barbershops.,Victor,10.1161/circulationaha.118.038165,30592662,PMC6917481,2019,Circulation,EHI2XC85,4a4b131ded24e053302b354b9213c266,OK,downloaded,,,,testing,2026-08-06T22:22:20.606146+00:00
LN9XGGNE,NCATS,Boring Task / NCATS,An ADaptivE PrenaTal (ADEPT) intervention to increase childhood vaccinations: Protocol for a cluster randomized trial and nested mixed methods evaluation.,Vasudevan,10.1371/journal.pone.0313742,39570957,PMC11581330,2024,PloS one,8TUW277Q,447df6c304827027f30f2b67298b7976,OK,downloaded,,,,testing,2026-08-06T22:22:21.179418+00:00
ZFIWZ2T8,NCATS,Boring Task / NCATS,Can educational videos reduce opioid consumption in trauma inpatients? A cluster-randomized pilot study.,Tseng,10.1097/ta.0000000000003174,33797489,PMC8487055,2021,The journal of trauma and acute care surgery,WD7SXI2Z,c1efa357608ab88d5f1b66e3066b18ce,OK,downloaded,,,,testing,2026-08-06T22:22:21.622562+00:00
NEFAHCCF,NCATS,Boring Task / NCATS,Applying Clinical Decision Support Design Best Practices With the Practical Robust Implementation and Sustainability Model Versus Reliance on Commercially  Available Clinical Decision Support Tools: Randomized Controlled Trial.,Trinkley,10.2196/24359,33749610,PMC8077777,2021,JMIR medical informatics,LL2PQTR7,1c6a8abf8e329105828b8a1abe0de548,OK,downloaded,,,,testing,2026-08-06T22:22:22.066711+00:00
ZZBZ73CA,NCATS,Boring Task / NCATS,Protocol for a Cluster Randomized Trial Comparing Team-Based to Clinician-Focused Implementation of Advance Care Planning in Primary Care.,Totten,10.1089/jpm.2019.0117,31486729,PMC7366267,2019,Journal of palliative medicine,DZTXYC3C,b4362d290a6046891fc92c91fb394b69,OK,downloaded,,,,testing,2026-08-06T22:22:22.558612+00:00
KHXDLKXP,NCATS,Boring Task / NCATS,Protocol for a parallel cluster randomized trial of a participatory tailored approach to reduce overuse of antibiotics at hospital discharge: the ROAD home  trial.,Szymczak,10.1186/s13012-024-01348-w,38439076,PMC10910678,2024,Implementation science : IS,DES8KBRN,4c4735c6d68e6decfcae4ab73aa26140,OK,downloaded,,,,testing,2026-08-06T22:22:23.020385+00:00
TWYU2VCY,NCATS,Boring Task / NCATS,Effect of Training Pediatric Clinicians in Human Papillomavirus Communication Strategies on Human Papillomavirus Vaccination Rates: A Cluster Randomized  Clinical Trial.,Szilagyi,10.1001/jamapediatrics.2021.0766,34028494,PMC8145158,2021,JAMA pediatrics,IQ6B5FGV,45bf94e81ab1d9298ada3324ccca1d6c,OK,downloaded,,,,testing,2026-08-06T22:22:23.735587+00:00
VXKNB5DX,NCATS,Boring Task / NCATS,"Successful Trial of Practice Facilitation for Plan, Do, Study, Act Quality Improvement.",Sutton,10.3122/jabfm.2021.05.210140,34535524,PMC8571730,2021,Journal of the American Board of Family Medicine : JABFM,8GTACGEH,272cb3e04608229476e0f317e8d2e967,OK,downloaded,,,,testing,2026-08-06T22:22:24.230587+00:00
GK5PNH95,NCATS,Boring Task / NCATS,Protocol for two-arm pragmatic cluster randomized hybrid implementation-effectiveness trial comparing two education strategies for  improving the uptake of noninvasive ventilation in patients with severe COPD  exacerbation.,Stefan,10.1186/s43058-020-00028-2,32435762,PMC7223919,2020,Implementation science communications,C94B7Y2Q,955f3ac31f904d3d736cc85735bf9ee0,OK,downloaded,,,,testing,2026-08-06T22:22:24.766744+00:00
PF926P8I,NCATS,Boring Task / NCATS,"Cluster identification, selection, and description in cluster randomized crossover trials: the PREP-IT trials.",Sprague,10.1186/s13063-020-04611-9,32787892,PMC7425374,2020,Trials,VDAPVJ2H,54e70efde5db9fdd7705da397924fd7e,OK,downloaded,,,,testing,2026-08-06T22:22:25.362602+00:00
NBXU2V3D,NCATS,Boring Task / NCATS,A Randomized Clinical Trial Testing Hydroxychloroquine for Reduction of SARS-CoV-2 Viral Shedding and Hospitalization in Early Outpatient COVID-19  Infection.,Spivak,10.1128/spectrum.04674-22,36861976,PMC10101001,2023,Microbiology spectrum,CPP3QIWE,1cd248367da8cbdac179e0f08601438f,OK,downloaded,,,,testing,2026-08-06T22:22:25.940350+00:00
TKJKYTEA,NCATS,Boring Task / NCATS,Effectiveness and cost-effectiveness of online recorded recovery narratives in improving quality of life for people with non-psychotic mental health problems: a  pragmatic randomized controlled trial.,Slade,10.1002/wps.21176,38214639,PMC10785987,2024,World psychiatry : official journal of the World Psychiatric Association (WPA),Q7SLUZ2H,e221a1a6b6a15aa81770c993fa5dc898,OK,downloaded,,,,testing,2026-08-06T22:22:26.435314+00:00
IRZK5FR3,NCATS,Boring Task / NCATS,"Implementation of guppy fish (Poecilia reticulata), and a novel larvicide (Pyriproxyfen) product (Sumilarv 2MR) for dengue control in Cambodia: A  qualitative study of acceptability, sustainability and community engagement.",Shafique,10.1371/journal.pntd.0007907,31738759,PMC6886868,2019,PLoS neglected tropical diseases,VPZD9JEH,897a485469f0c93ee87d453e152eead2,OK,downloaded,,,,testing,2026-08-06T22:22:26.971729+00:00
N35XJ5YV,NCATS,Boring Task / NCATS,Oxygen-Saturation Targets for Critically Ill Adults Receiving Mechanical Ventilation.,Semler,10.1056/nejmoa2208415,36278971,PMC9724830,2022,The New England journal of medicine,K6QH9UVW,2ea8a136b6f21354aa6978c9d5144074,OK,downloaded,,,,testing,2026-08-06T22:22:27.538107+00:00
HA58JB25,NCATS,Boring Task / NCATS,Clinical Effects of Balanced Crystalloids vs Saline in Adults With Diabetic Ketoacidosis: A Subgroup Analysis of Cluster Randomized Clinical Trials.,Self,10.1001/jamanetworkopen.2020.24596,33196806,PMC7670314,2020,JAMA network open,2UT6V7P7,1c76a73e01d879fc566cd8955dc62e5d,OK,downloaded,,,,testing,2026-08-06T22:22:28.045897+00:00
AASG5VBF,NCATS,Boring Task / NCATS,Protocol and Statistical Analysis Plan for the Mode of Ventilation During Critical Illness (MODE) Trial.,Seitz,10.1016/j.chstcc.2023.100033,38742219,PMC11090486,2024,CHEST critical care,5NJUSQG8,2e8ee7fff70497af55005f80f2bd7f8d,OK,downloaded,,,,testing,2026-08-06T22:22:28.500162+00:00
PNP8QPID,NCATS,Boring Task / NCATS,"Adjunctive dietary intervention for bipolar disorder: a randomized, controlled, parallel-group, modified double-blinded trial of a high n-3 plus low n-6 diet.",Saunders,10.1111/bdi.13112,34218509,PMC9157563,2022,Bipolar disorders,TRXIXZMT,675c94e2039389d078c8695324adc09e,OK,downloaded,,,,testing,2026-08-06T22:22:28.950002+00:00
89W3LEVE,NCATS,Boring Task / NCATS,N-of-1 trials: The epitome of personalized medicine?,Samuel,10.1017/cts.2023.583,37528940,PMC10388431,2023,Journal of clinical and translational science,EML6ZRLD,44110a3d4ab936037076b32b4468211d,OK,downloaded,,,,testing,2026-08-06T22:22:29.493540+00:00
KHHFUXBI,NCATS,Boring Task / NCATS,"The Head and Neck Survivorship Tool (HN-STAR) Trial (WF-1805CD): A protocol for a cluster-randomized, hybrid effectiveness-implementation, pragmatic trial to  improve the follow-up care of head and neck cancer survivors.",Salz,10.1016/j.cct.2021.106448,34023515,PMC8543489,2021,Contemporary clinical trials,7ZAU2DW9,b8e84ee6c6eb785aa6e343fb3f55d252,OK,downloaded,,,,testing,2026-08-06T22:22:29.963752+00:00
W5SJQNSX,NCATS,Boring Task / NCATS,Did awarding badges increase data sharing in BMJ Open? A randomized controlled trial.,Rowhani-Farid,10.1098/rsos.191818,32269804,PMC7137948,2020,Royal Society open science,Q8C5DYKW,52a34650e04cd30afd15278dc86b3e8f,OK,downloaded,,,,testing,2026-08-06T22:22:30.534935+00:00
8YQN99UA,NCATS,Boring Task / NCATS,Study protocol: a cluster randomized trial to evaluate the effectiveness and implementation of onsite GeneXpert testing at community health centers in Uganda  (XPEL-TB).,Reza,10.1186/s13012-020-00988-y,32316993,PMC7171793,2020,Implementation science : IS,RDI2AE4R,3f84fc02f0e455ddc2695ba65c2c11ca,OK,downloaded,,,,testing,2026-08-06T22:22:31.088524+00:00
CSI9YBL2,NCATS,Boring Task / NCATS,A mHealth intervention to preserve and promote ideal cardiovascular health in college students: Design and protocol of a cluster randomized controlled trial.,Pfammatter,10.1016/j.cct.2020.106162,33038506,PMC7686283,2020,Contemporary clinical trials,IIRJAHBB,29e7cc7bed24e4a88c3228a94c2f4ae1,OK,downloaded,,,,testing,2026-08-06T22:22:31.608253+00:00
PDUGS7DP,NCATS,Boring Task / NCATS,"A cluster randomized controlled trial for a multi-level, clinic-based smoking cessation program with women in Appalachian communities: study protocol for the  ""Break Free"" program.",Patterson,10.1186/s13722-022-00295-5,35164857,PMC8842942,2022,Addiction science & clinical practice,WKAIRPCL,4719a6edbed65bd212db8a09b2218358,OK,downloaded,,,,testing,2026-08-06T22:22:32.057293+00:00
TZAGY4NU,NCATS,Boring Task / NCATS,A randomized study to prevent lymphedema in women treated for breast cancer: CALGB 70305 (Alliance).,Paskett,10.1002/cncr.33183,33079411,PMC7790907,2021,Cancer,5R5TJWPV,b2f89358a58bae164d629115b379c294,OK,downloaded,,,,testing,2026-08-06T22:22:32.687483+00:00
CM3Z8D7D,NCATS,Boring Task / NCATS,A Group Randomized Trial to Reduce Obesity among Appalachian Church Members: The Walk by Faith Study.,Paskett,10.1158/1055-9965.epi-17-1085,30337343,PMC6214791,2018,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of  Preventive Oncology",UPK7C8MA,cd7753bb71d06f0e615a446d63df7e9f,OK,downloaded,,,,testing,2026-08-06T22:22:33.101033+00:00
H2EMVC97,NCATS,Boring Task / NCATS,Robotic versus Electromagnetic bronchoscopy for pulmonary LesIon AssessmeNT: the RELIANT pragmatic randomized trial.,Paez,10.1186/s13063-023-07863-3,38243291,PMC10797863,2024,Trials,EF3G9JNX,4df0a3e4bc3fcdd8cfc7407df052c401,OK,downloaded,,,,testing,2026-08-06T22:22:33.652250+00:00
4BDJUXEZ,NCATS,Boring Task / NCATS,Design of the Reducing Diagnostic Error to Improve Patient Safety (REDEfINE) in COPD and asthma study: A cluster randomized comparative effectiveness trial.,Pacheco,10.1016/j.cct.2022.106971,36280032,,2022,Contemporary clinical trials,V9I36K9N,31165184d79c98d1feb5da37c686a3d5,OK,downloaded,,,,testing,2026-08-06T22:22:34.230990+00:00
MX3VF3WN,NCATS,Boring Task / NCATS,"Effectiveness of a community-based education and peer support led by women's self-help groups in improving the control of hypertension in urban slums of  Kerala, India: a cluster randomised controlled pragmatic trial.",P Suseela,10.1136/bmjgh-2022-010296,36384950,PMC9670931,2022,BMJ global health,SWBIFQKQ,8df8c96ce6aebc143a3e4e79cd3f2f38,OK,downloaded,,,,testing,2026-08-06T22:22:34.772687+00:00
BF5KCURR,NCATS,Boring Task / NCATS,Evaluating performance of covariate-constrained randomization (CCR) techniques under misspecification of cluster-level variables in cluster-randomized trials.,Organ,10.1016/j.conctc.2021.100754,33732943,PMC7941091,2021,Contemporary clinical trials communications,VB9SP6X2,cc1121eb863b88cabddf37022783ec84,OK,downloaded,,,,testing,2026-08-06T22:22:35.222081+00:00
QZDGZRAB,NCATS,Boring Task / NCATS,Knowledge of Norovirus and Attitudes toward a Potential Norovirus Vaccine in Rural Guatemala: A Cross-Sectional Exploratory Survey.,Olson,10.4269/ajtmh.17-0771,29582734,PMC5953375,2018,The American journal of tropical medicine and hygiene,J6G6UQ5Q,7b7543af2d761bb827734620f75e2221,OK,downloaded,,,,testing,2026-08-06T22:22:35.699379+00:00
7SKQM2BG,NCATS,Boring Task / NCATS,"Effects of NGM282, an FGF19 variant, on colonic transit and bowel function in functional constipation: a randomized phase 2 trial.",Oduyebo,10.1038/s41395-018-0042-7,29717197,,2018,The American journal of gastroenterology,NGD5FW93,7d2c9896ef480cde415dca3df1b28719,OK,downloaded,,,,testing,2026-08-06T22:22:36.088558+00:00
88MUVGL7,NCATS,Boring Task / NCATS,Strategies to improve the recruitment and retention of underserved children and families in clinical trials: A case example of a school-supervised asthma therapy  pilot.,O'Donoghue,10.1016/j.cct.2022.106884,35995130,PMC9489677,2022,Contemporary clinical trials,D48I7HR6,05592087251e58b84f087ada4b4db43c,OK,downloaded,,,,testing,2026-08-06T22:22:36.668765+00:00
